FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2020/2021,4,E38000062,NHS Gloucestershire CCG,Women known to be smokers at time of delivery,126
2020/2021,4,E38000062,NHS Gloucestershire CCG,Women whose smoking status was not known at time of delivery,42
2020/2021,4,E38000026,NHS Cambridgeshire and Peterborough CCG,Number of maternities,2196
2020/2021,4,E38000026,NHS Cambridgeshire and Peterborough CCG,Women known to be non-smokers at time of delivery,1866
2020/2021,4,E38000026,NHS Cambridgeshire and Peterborough CCG,Women known to be smokers at time of delivery,221
2020/2021,4,E38000026,NHS Cambridgeshire and Peterborough CCG,Women whose smoking status was not known at time of delivery,109
2020/2021,4,E38000239,NHS Norfolk and Waveney CCG,Number of maternities,1906
2020/2021,4,E38000239,NHS Norfolk and Waveney CCG,Women known to be non-smokers at time of delivery,1680
2020/2021,4,E38000239,NHS Norfolk and Waveney CCG,Women known to be smokers at time of delivery,225
2020/2021,4,E38000239,NHS Norfolk and Waveney CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000086,NHS Ipswich and East Suffolk CCG,Number of maternities,827
2020/2021,4,E38000086,NHS Ipswich and East Suffolk CCG,Women known to be non-smokers at time of delivery,788
2020/2021,4,E38000086,NHS Ipswich and East Suffolk CCG,Women known to be smokers at time of delivery,39
2020/2021,4,E38000086,NHS Ipswich and East Suffolk CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000117,NHS North East Essex CCG,Number of maternities,766
2020/2021,4,E38000117,NHS North East Essex CCG,Women known to be non-smokers at time of delivery,663
2020/2021,4,E38000117,NHS North East Essex CCG,Women known to be smokers at time of delivery,100
2020/2021,4,E38000117,NHS North East Essex CCG,Women whose smoking status was not known at time of delivery,3
2020/2021,4,E38000204,NHS West Suffolk CCG,Number of maternities,533
2020/2021,4,E38000204,NHS West Suffolk CCG,Women known to be non-smokers at time of delivery,471
2020/2021,4,E38000204,NHS West Suffolk CCG,Women known to be smokers at time of delivery,34
2020/2021,4,E38000204,NHS West Suffolk CCG,Women whose smoking status was not known at time of delivery,28
2020/2021,4,E38000010,NHS Bedfordshire CCG,Number of maternities,1241
2020/2021,4,E38000010,NHS Bedfordshire CCG,Women known to be non-smokers at time of delivery,1098
2020/2021,4,E38000010,NHS Bedfordshire CCG,Women known to be smokers at time of delivery,69
2020/2021,4,E38000010,NHS Bedfordshire CCG,Women whose smoking status was not known at time of delivery,74
2020/2021,4,E38000102,NHS Luton CCG,Number of maternities,737
2020/2021,4,E38000102,NHS Luton CCG,Women known to be non-smokers at time of delivery,667
2020/2021,4,E38000102,NHS Luton CCG,Women known to be smokers at time of delivery,68
2020/2021,4,E38000102,NHS Luton CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,4,E38000107,NHS Milton Keynes CCG,Number of maternities,745
2020/2021,4,E38000107,NHS Milton Keynes CCG,Women known to be non-smokers at time of delivery,443
2020/2021,4,E38000107,NHS Milton Keynes CCG,Women known to be smokers at time of delivery,56
2020/2021,4,E38000107,NHS Milton Keynes CCG,Women whose smoking status was not known at time of delivery,246
2020/2021,4,E38000049,NHS East and North Hertfordshire CCG,Number of maternities,1377
2020/2021,4,E38000049,NHS East and North Hertfordshire CCG,Women known to be non-smokers at time of delivery,1259
2020/2021,4,E38000049,NHS East and North Hertfordshire CCG,Women known to be smokers at time of delivery,102
2020/2021,4,E38000049,NHS East and North Hertfordshire CCG,Women whose smoking status was not known at time of delivery,16
2020/2021,4,E38000079,NHS Herts Valleys CCG,Number of maternities,1485
2020/2021,4,E38000079,NHS Herts Valleys CCG,Women known to be non-smokers at time of delivery,1413
2020/2021,4,E38000079,NHS Herts Valleys CCG,Women known to be smokers at time of delivery,67
2020/2021,4,E38000079,NHS Herts Valleys CCG,Women whose smoking status was not known at time of delivery,5
2020/2021,4,E38000197,NHS West Essex CCG,Number of maternities,59
2020/2021,4,E38000197,NHS West Essex CCG,Women known to be non-smokers at time of delivery,56
2020/2021,4,E38000197,NHS West Essex CCG,Women known to be smokers at time of delivery,0
2020/2021,4,E38000197,NHS West Essex CCG,Women whose smoking status was not known at time of delivery,3
2020/2021,4,E38000007,NHS Basildon and Brentwood CCG,Number of maternities,566
2020/2021,4,E38000007,NHS Basildon and Brentwood CCG,Women known to be non-smokers at time of delivery,483
2020/2021,4,E38000007,NHS Basildon and Brentwood CCG,Women known to be smokers at time of delivery,80
2020/2021,4,E38000007,NHS Basildon and Brentwood CCG,Women whose smoking status was not known at time of delivery,3
2020/2021,4,E38000030,NHS Castle Point and Rochford CCG,Number of maternities,324
2020/2021,4,E38000030,NHS Castle Point and Rochford CCG,Women known to be non-smokers at time of delivery,307
2020/2021,4,E38000030,NHS Castle Point and Rochford CCG,Women known to be smokers at time of delivery,15
2020/2021,4,E38000030,NHS Castle Point and Rochford CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,4,E38000106,NHS Mid Essex CCG,Number of maternities,899
2020/2021,4,E38000106,NHS Mid Essex CCG,Women known to be non-smokers at time of delivery,806
2020/2021,4,E38000106,NHS Mid Essex CCG,Women known to be smokers at time of delivery,43
2020/2021,4,E38000106,NHS Mid Essex CCG,Women whose smoking status was not known at time of delivery,50
2020/2021,4,E38000168,NHS Southend CCG,Number of maternities,407
2020/2021,4,E38000168,NHS Southend CCG,Women known to be non-smokers at time of delivery,374
2020/2021,4,E38000168,NHS Southend CCG,Women known to be smokers at time of delivery,30
2020/2021,4,E38000168,NHS Southend CCG,Women whose smoking status was not known at time of delivery,3
2020/2021,4,E38000185,NHS Thurrock CCG,Number of maternities,374
2020/2021,4,E38000185,NHS Thurrock CCG,Women known to be non-smokers at time of delivery,328
2020/2021,4,E38000185,NHS Thurrock CCG,Women known to be smokers at time of delivery,46
2020/2021,4,E38000185,NHS Thurrock CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000028,NHS Cannock Chase CCG,Number of maternities,316
2020/2021,4,E38000028,NHS Cannock Chase CCG,Women known to be non-smokers at time of delivery,270
2020/2021,4,E38000028,NHS Cannock Chase CCG,Women known to be smokers at time of delivery,44
2020/2021,4,E38000028,NHS Cannock Chase CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,4,E38000053,NHS East Staffordshire CCG,Number of maternities,345
2020/2021,4,E38000053,NHS East Staffordshire CCG,Women known to be non-smokers at time of delivery,322
2020/2021,4,E38000053,NHS East Staffordshire CCG,Women known to be smokers at time of delivery,23
2020/2021,4,E38000053,NHS East Staffordshire CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000126,NHS North Staffordshire CCG,Number of maternities,398
2020/2021,4,E38000126,NHS North Staffordshire CCG,Women known to be non-smokers at time of delivery,364
2020/2021,4,E38000126,NHS North Staffordshire CCG,Women known to be smokers at time of delivery,27
2020/2021,4,E38000126,NHS North Staffordshire CCG,Women whose smoking status was not known at time of delivery,7
2020/2021,4,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,Number of maternities,524
2020/2021,4,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,Women known to be non-smokers at time of delivery,473
2020/2021,4,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,Women known to be smokers at time of delivery,46
2020/2021,4,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,Women whose smoking status was not known at time of delivery,5
2020/2021,4,E38000173,NHS Stafford and Surrounds CCG,Number of maternities,321
2020/2021,4,E38000173,NHS Stafford and Surrounds CCG,Women known to be non-smokers at time of delivery,290
2020/2021,4,E38000173,NHS Stafford and Surrounds CCG,Women known to be smokers at time of delivery,24
2020/2021,4,E38000173,NHS Stafford and Surrounds CCG,Women whose smoking status was not known at time of delivery,7
2020/2021,4,E38000175,NHS Stoke on Trent CCG,Number of maternities,742
2020/2021,4,E38000175,NHS Stoke on Trent CCG,Women known to be non-smokers at time of delivery,607
2020/2021,4,E38000175,NHS Stoke on Trent CCG,Women known to be smokers at time of delivery,122
2020/2021,4,E38000175,NHS Stoke on Trent CCG,Women whose smoking status was not known at time of delivery,13
2020/2021,4,E38000147,NHS Shropshire CCG,Number of maternities,572
2020/2021,4,E38000147,NHS Shropshire CCG,Women known to be non-smokers at time of delivery,518
2020/2021,4,E38000147,NHS Shropshire CCG,Women known to be smokers at time of delivery,53
2020/2021,4,E38000147,NHS Shropshire CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000183,NHS Telford and Wrekin CCG,Number of maternities,441
2020/2021,4,E38000183,NHS Telford and Wrekin CCG,Women known to be non-smokers at time of delivery,372
2020/2021,4,E38000183,NHS Telford and Wrekin CCG,Women known to be smokers at time of delivery,69
2020/2021,4,E38000183,NHS Telford and Wrekin CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000229,NHS Derby and Derbyshire CCG,Number of maternities,2210
2020/2021,4,E38000229,NHS Derby and Derbyshire CCG,Women known to be non-smokers at time of delivery,1965
2020/2021,4,E38000229,NHS Derby and Derbyshire CCG,Women known to be smokers at time of delivery,241
2020/2021,4,E38000229,NHS Derby and Derbyshire CCG,Women whose smoking status was not known at time of delivery,4
2020/2021,4,E38000238,NHS Lincolnshire CCG,Number of maternities,1562
2020/2021,4,E38000238,NHS Lincolnshire CCG,Women known to be non-smokers at time of delivery,1302
2020/2021,4,E38000238,NHS Lincolnshire CCG,Women known to be smokers at time of delivery,237
2020/2021,4,E38000238,NHS Lincolnshire CCG,Women whose smoking status was not known at time of delivery,23
2020/2021,4,E38000243,NHS Nottingham and Nottinghamshire CCG,Number of maternities,2219
2020/2021,4,E38000243,NHS Nottingham and Nottinghamshire CCG,Women known to be non-smokers at time of delivery,1879
2020/2021,4,E38000243,NHS Nottingham and Nottinghamshire CCG,Women known to be smokers at time of delivery,286
2020/2021,4,E38000243,NHS Nottingham and Nottinghamshire CCG,Women whose smoking status was not known at time of delivery,54
2020/2021,4,E38000051,NHS East Leicestershire and Rutland CCG,Number of maternities,547
2020/2021,4,E38000051,NHS East Leicestershire and Rutland CCG,Women known to be non-smokers at time of delivery,510
2020/2021,4,E38000051,NHS East Leicestershire and Rutland CCG,Women known to be smokers at time of delivery,37
2020/2021,4,E38000051,NHS East Leicestershire and Rutland CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000097,NHS Leicester City CCG,Number of maternities,1020
2020/2021,4,E38000097,NHS Leicester City CCG,Women known to be non-smokers at time of delivery,927
2020/2021,4,E38000097,NHS Leicester City CCG,Women known to be smokers at time of delivery,93
2020/2021,4,E38000097,NHS Leicester City CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000201,NHS West Leicestershire CCG,Number of maternities,617
2020/2021,4,E38000201,NHS West Leicestershire CCG,Women known to be non-smokers at time of delivery,550
2020/2021,4,E38000201,NHS West Leicestershire CCG,Women known to be smokers at time of delivery,67
2020/2021,4,E38000201,NHS West Leicestershire CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000046,NHS Dudley CCG,Number of maternities,750
2020/2021,4,E38000046,NHS Dudley CCG,Women known to be non-smokers at time of delivery,684
2020/2021,4,E38000046,NHS Dudley CCG,Women known to be smokers at time of delivery,65
2020/2021,4,E38000046,NHS Dudley CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000144,NHS Sandwell and West Birmingham CCG,Number of maternities,1582
2020/2021,4,E38000144,NHS Sandwell and West Birmingham CCG,Women known to be non-smokers at time of delivery,1425
2020/2021,4,E38000144,NHS Sandwell and West Birmingham CCG,Women known to be smokers at time of delivery,130
2020/2021,4,E38000144,NHS Sandwell and West Birmingham CCG,Women whose smoking status was not known at time of delivery,27
2020/2021,4,E38000191,NHS Walsall CCG,Number of maternities,830
2020/2021,4,E38000191,NHS Walsall CCG,Women known to be non-smokers at time of delivery,718
2020/2021,4,E38000191,NHS Walsall CCG,Women known to be smokers at time of delivery,111
2020/2021,4,E38000191,NHS Walsall CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000210,NHS Wolverhampton CCG,Number of maternities,705
2020/2021,4,E38000210,NHS Wolverhampton CCG,Women known to be non-smokers at time of delivery,629
2020/2021,4,E38000210,NHS Wolverhampton CCG,Women known to be smokers at time of delivery,76
2020/2021,4,E38000210,NHS Wolverhampton CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000220,NHS Birmingham and Solihull CCG,Number of maternities,3328
2020/2021,4,E38000220,NHS Birmingham and Solihull CCG,Women known to be non-smokers at time of delivery,3033
